Data Taken from https://www.kaggle.com/datasets/threnjen/board-games-database-from-boardgamegeek?resource=download&select=games.csv,,,
About Board Game Categories and Rankings,,,
Modified/Transformed/Cleaned by Sarah Cannon,,,
For CSCI 36,Fall 2024, Claremont McKenna College,
1133,Organized Crime,5.73091,Other
1136,Domain: The Warlock's Challenge,5.41591,Other
1138,Army of Darkness,5.6351,Other
1140,Ballonrennen,5.85378,Other
1142,Sabotage,5.65714,Abstract
1144,The Warlock of Firetop Mountain,5.93288,Thematic
1145,City of Chaos,6.88509,Thematic
1146,Shadowlord!,5.68062,Other
1147,Outrage! Steal the Crown Jewels,4.89057,Other
1148,Eagle Kingdoms,3.44737,Other
1149,Dragon Strike,6.30471,Thematic
1150,Lionheart,5.68391,Family
1152,The Mystic Wood,6.47981,Thematic
1155,Capitol,6.81122,Strategy
1156,Bram Stoker's Dracula: The Board Game,4.99623,Other
1160,Boom Town,6.54627,Other
1161,Perquackey,6.0311,Other
1162,Burp,5.52273,Other
1167,Flower Power,6.18962,Other
1170,Trick 'r Treat,4.44073,Childrens
1171,Ricochet,5.79835,Other
1173,Millionenspiel,5.77817,Other
1174,Minister,4.92071,Other
1175,Movies and Money,3.2414,Other
1177,Die Ritter von der Haselnuss,5.90547,Childrens
1178,Sphinx,5.41115,Other
1184,Zug nach Westen,5.19259,Other
1188,Chaos Marauders,5.96146,Thematic
1189,The King's War: The First English Civil War 1642-1646,7.11926,War
1190,Continuo,5.28186,Abstract
1191,Card Caper,4.59643,Other
1192,Nanuuk!,5.69489,Other
1193,The Bottom Line,5.32697,Other
1194,Speed Circuit,6.90467,Strategy
1197,Blink,5.91694,Family
1199,Hocus Focus,5.02354,Childrens
1200,Sagarian,5.08045,Other
1203,Witch Trial,6.23308,Other
1205,Luxor,6.07862,Other
1206,Venture,6.46722,Strategy
1207,Big Deal,5.58583,Other
1208,1851: Kentucky & Tennessee,6.8395,Strategy
1210,Cults Across America,5.66652,Thematic
1211,Race Through Space,5.5743,Childrens
1212,Nuclear Proliferation,6.54923,Thematic
1213,Nuclear Escalation,6.57982,Thematic
1215,Monkey Memory,5.49398,Childrens
1216,Mystery Garden,5.14645,Childrens
1217,Secret Labyrinth,4.86905,Childrens
1218,Junior Labyrinth,5.71754,Childrens
1219,Labyrinth,6.40615,Family
1221,Crossed Wires,5.0614,Childrens
1225,Quest,5.07475,Other
1226,Babuschka,5.50926,Abstract
1227,Stonewall,5.88095,Abstract
1232,Saludos Amigos!,5.44875,Other
1235,Yellowstone,5.75533,Family
1237,Autoscooter,6.17022,Family
1240,"Right Turn, Left Turn",5.55887,Other
1242,Cut and Run,5.54352,Other
1243,Split Second,6.25357,Other
1244,Meander,6.01738,Abstract
1245,Isis & Osiris,5.83163,Abstract
1246,Insecta,6.23419,War
1247,Gangland!,5.59709,Other
1249,Safari Jack,5.34045,Abstract
1250,Hacker,5.90205,Thematic
1251,New World,6.03191,Strategy
1252,Pyramidis,5.92607,Abstract
1253,Limits,5.96675,Family
1254,Crack the Case,5.9719,Party
1255,Vegas,4.97684,Family
1256,Star Wars Episode I: Customizable Card Game,4.72654,Other
1257,Starbase Jeff,6.15944,Family
1258,Phase 10,5.14173,Family
1259,Pivot,5.18987,Other
1260,Rook,6.41023,Family
1262,Axis & Allies: Pacific,6.66765,War
1263,Knatsch,5.63044,Family
1264,Der Schattendieb,3.98095,Other
1267,Polar Dare!,5.56068,Childrens
1268,What's That on My Head?,6.37179,Other
1269,Skip-Bo,5.50345,Family
1270,Star Wars Customizable Card Game,6.72055,CGS
1271,Volltreffer,6.72634,Other
1274,Cue Me!,6.19697,Other
1277,Fish & Chips,6.59032,Abstract
1278,Dutch InterCity,6.92708,Other
1288,Jitters,6.14675,Other
1289,All The King's Men,5.72176,Abstract
1290,Shifti,4.70384,Abstract
1291,Input,5.61786,Abstract
1293,Boggle,6.21395,Family
1294,Clue,5.66992,Family
1295,Pente,6.63718,Abstract
1298,Monopoly: Star Wars,4.94742,Family
1300,Im Zeichen des Kreuzes,5.92203,Other
1301,Netrunner,7.44743,CGS
1303,The Squirrel Game,5.275,Childrens
1305,Ulysses,6.15068,Other
1306,Krakatoa,5.48867,Other
1307,Haunted Castle,5.8193,Other
1308,Confusion,5.25914,Other
1309,Die Magier von Pangea,6.21853,Strategy
1310,Auf Achse: Das Kartenspiel,5.76625,Family
1312,Nur Peanuts!,6.13246,Other
1313,1826: Railroading in France and Belgium from 1826,7.41667,Strategy
1314,Warhamster Rally,5.7958,Other
1315,Africa,5.9902,Family
1317,Auf falscher Fährte,6.45625,Other
1318,Blackrock Castle,5.6675,Childrens
1319,Magic Hill,5.97294,Childrens
1320,The Dog's Meow,5.732,Other
1321,Catch the Match,6.12541,Childrens
1322,Chip-Chip Hurra,5.43504,Childrens
1323,Cry Havoc,6.87157,War
1324,Café International: Das Kartenspiel,5.71031,Family
1325,Wild Pirates,5.58534,Other
1326,MacGregor,4.93629,Childrens
1329,Hyle,6.84275,Abstract
1330,Savannah Café,5.50348,Other
1331,Showdown Yahtzee,5.77228,Other
1333,Boom-O,5.35997,Family
1335,Gnadenlos!,5.89601,Other
1337,Kuba,6.18111,Abstract
1338,Volldampf,6.84986,Strategy
1341,Crib Wars,5.92083,Other
1343,Mad Monks and Relics,5.95618,Other
1345,Genoa,7.06179,Strategy
1346,Crazy Race,5.78289,Other
1348,Web of Gold,5.72645,Other
1350,Das Amulett,6.4375,Strategy
1351,Legend of Heroes,5.63725,Other
1352,Bali,6.04547,Other
1353,Time's Up!,7.28948,Party
1354,Zaubercocktail,5.59897,Other
1355,Willy Waschbär,6.02,Childrens
1356,Hexen Rennen,6.2787,Other
1358,Field Command,7.05405,War
1364,Pillage & Plunder,6.2837,Other
1365,Olix,6.08293,Abstract
1367,Grand National Derby,6.4279,Strategy
1368,Tuf,5.362,Abstract
1370,The Classic Dungeon,6.08286,Family
1371,Mustangs,6.55039,War
1372,Rise of the Luftwaffe,7.05315,War
1373,Midway,6.3482,War
1375,Guadalcanal,6.50151,War
1376,Serengeti,6.18441,Family
1377,Danger,4.40783,Other
1378,Odysseus,5.71818,Other
1379,Ebbe & Flut,6.47617,Abstract
1381,Pokémon Master Trainer,5.86795,Family
1382,Winner's Circle,6.97735,Family
1383,Pool Party,6.31968,Family
1385,Aber Hallo!,5.95854,Other
1387,Alaska,5.82842,Family
1390,Auf Kurs,5.98053,Other
1391,Aura Poku,4.80159,Other
1396,Ben Hur,6.60592,Other
1397,Crash Pilot,5.43945,Childrens
1398,Chicago,5.43026,Strategy
1400,Columbus,5.54831,Other
1401,Crash!,6.38621,Other
1402,Neolithibum,5.89545,Other
1403,Turn the Tide,6.7641,Family
1404,Strand-Cup,6.10026,Other
1405,Adventurer: A Game of Man to Man Brawling in the Far Future,6.20732,Strategy
1406,Monopoly,4.37412,Family
1407,Alcatraz,5.50421,Abstract
1409,Spawn: The Game,4.34882,Other
1410,Trouble,3.81126,Childrens
1411,"Fugger, Welser, Medici",6.38507,Other
1412,Trendy,6.21793,Family
1413,Attack Sub,6.61114,War
1414,Decathlon,5.39955,Other
1415,Rat Splatter,3.75838,Other
1416,Meridian,6.01361,Abstract
1417,Alibi,5.46964,Family
1419,Pylos,6.30231,Abstract
1420,Monopoly Express,5.66244,Family
1422,Wadjet,3.86014,Family
1423,Storm over Arnhem,7.184,War
1424,Book of Lists Game,3.90979,Other
1425,Raid on St. Nazaire,7.21884,War
1426,Lord of the Rings: The Search,5.06558,Family
1427,GRO: Battle for the Petri Dish,5.55128,Abstract
1428,Image,4.99891,Other
1430,Caesar: Epic Battle of Alesia,7.12448,War
1431,War at Sea (Second Edition),6.52948,War
1433,Der grosse Gallier,5.54385,Other
1434,Dealer's Choice,5.87021,Other
1435,4000 A.D.,5.42578,Strategy
1436,Billionaire,5.2362,Other
1437,Trust Me,5.01512,Other
1439,Penguin Pile-Up,5.30315,Childrens
1442,Victory in the Pacific,7.21572,War
1443,Alpha Blitz,4.92614,Other
1444,SPQR,7.37157,War
1445,Canasta Caliente,6.3369,Family
1446,Cheater,4.12979,Other
1447,1841: Railways in Northern Italy,8.01058,Strategy
1449,Kings Cribbage,6.57588,Abstract
1450,Jagd der Vampire,5.45302,Other
1451,Dimenticato,5.94375,Other
1453,Pain Doctors: The Game of Recreational Surgery,5.75,Other
1459,Sharp Shooters,6.42711,Family
1460,Earthquake,5.76401,Other
1463,Girl Genius: The Works,6.0453,Family
1464,Duo,5.22193,Other
1465,Wizard,6.93725,Family
1467,Abduction,5.25256,Thematic
1468,Anybody's Guess,5.83437,Party
1470,Venezia,5.79776,Other
1471,Gangsters,6.25154,Other
1472,Five Crowns,6.00043,Family
1473,Barbarians: 70 BC - 260 AD,5.42609,War
1474,Ohio,6.03835,Family
1475,Careers,5.83285,Family
1482,Ubi,5.3416,Other
1484,Clue: The Great Museum Caper,6.76491,Family
1488,Trailer Park Gods,4.72364,Other
1491,Outpost,6.81125,Strategy
1493,1853,6.82211,Strategy
1496,Imperium Romanum II,6.61706,War
1499,World in Flames,7.60054,War
1500,Zocken,5.56911,Other
1501,Masterpiece,5.70349,Family
1502,Hotel Tycoon,5.49808,Family
1503,Mid-East Peace,5.07546,War
1504,Bakschisch,5.73468,Other
1508,Broadside,6.116,War
1509,Dogfight,6.35995,War
1510,Class Struggle,5.06998,Thematic
1513,The Republic of Rome,7.53694,Strategy
1514,Yali,5.21643,Abstract
1515,Upwords,5.73888,Family
1517,Ani-Mayhem,5.30847,CGS
1518,Executive Decision,6.02995,Other
1519,Kult,6.79871,CGS
1520,Monad,6.23173,Abstract
1524,Fight City,5.4589,Other
1527,Bitin' Off Hedz,4.60049,Family
1528,Chief Herman's Holiday Fun Pack,5.75294,Other
1530,Dark Age: Feudal Lords,6.30451,CGS
1531,Ritter ohne Furcht und Tadel,4.38732,Other
1534,Jump!,5.18824,Other
1535,Formula-1,6.65332,Family
1537,C&O/B&O,5.60362,Other
1542,Calamity!,5.14464,Other
1543,Dragon Quest,6.25021,Thematic
1544,Beyond Balderdash,6.82317,Party
1546,Worlds of Heroes & Tyrants,2.8,Other
1547,Janus,6.42378,Abstract
1549,Password,6.11796,Family
1550,Chebache,5.76744,Abstract
1552,Illuminati: New World Order,6.37343,CGS
1555,Dungeon Dice,5.90541,Family
1556,Tenjo,4.97813,War
1557,Space Empires,6.42667,Other
1558,Rogue Trooper,6.05513,Thematic
1559,Wabbit's Wevenge,5.56584,Other
1560,Hero: A Game of Adventure in the Catacombs,5.75317,Other
1561,Clue Master Detective,6.62404,Family
1563,Rise and Decline of the Third Reich,6.91328,War
1566,Simply Cosmic,6.44602,Other
1567,Stockers!,5.39563,Other
1568,Space Crusade,7.01862,Thematic
1570,Sirocco,5.75283,War
1572,Situation 4,6.50072,Family
1574,Tactics II,5.41853,War
1575,Gettysburg,5.91238,War
1576,Gettysburg (125th Anniversary Edition),6.59358,War
1579,Wrasslin',5.93301,Thematic
1580,Legends of Robin Hood,5.73729,Other
1581,London Cabbie Game,5.79071,Other
1582,Sicily: Triumph and Folly,7.76639,War
1583,"Barbarossa: Army Group Center, 1941",7.9476,War
1585,Burma: The Campaign in Northern Burma,7.86609,War
1588,Bauernschlau,5.74608,Other
1589,Star Fleet Battles,6.888,War
1591,Ploy,6.22585,Abstract
1594,Federation Space,6.42856,War
1598,Olympica,6.22,War
1599,StarGate,5.775,War
1602,The Royal Game of Ur,5.97255,Abstract
1603,Cortez,4.51698,Other
1604,The Mad Magazine Game,4.94612,Family
1607,Blurt!,5.52772,Childrens
1608,Ambush!,7.4618,War
1610,The Worlds of Boris Vallejo,4.41667,Other
1611,Bullwinkle and Rocky Role Playing Party Game,5.56319,Other
1613,Ghost Castle,5.43023,Childrens
1616,Remember the Alamo!,5.94631,War
1617,Icebergs,5.44746,Other
1618,French Foreign Legion,7.34722,War
1619,The Roaring 20's,5.69111,Other
1620,Decline and Fall of the Roman Empire,6.59241,War
1621,Mutant Chronicles: Siege of the Citadel,7.03063,Thematic
1622,Strata 5,5.77231,Abstract
1623,Space Station Zemo,6.64815,Other
1624,Quest of the Magic Ring,5.44,Other
1625,Pokémon Jr. Adventure Game: Pokémon Emergency!,5.2589,Other
1626,Krull,5.05802,Other
1627,XXXenophile,5.83278,CGS
1629,Air War: Modern Tactical Air Combat,5.33392,War
1632,Shapeshifters,6.08115,Other
1634,Warhammer Quest,7.47513,Thematic
1635,Demonlord,6.84467,War
1636,The Quest of the Philosopher's Stone,5.4121,Other
1637,Situation 7,6.05789,Other
1638,Archimedes,4.84783,Abstract
1640,Blockbusters,5.38947,Other
1641,Bounty,5.35545,Other
1645,War of 1812,7.0254,War
1647,Spammers,4.21757,Other
1648,Kan-U-Go,4.64815,Other
1649,Colonisator: The Twelve Planets' War,6.20241,War
1650,The Lord of the Rings Adventure Game,6.17917,Other
1651,Vertigo,6.3225,Other
1653,Coup,5.15802,War
1654,Double Crossing,5.57123,Other
1656,Smokers Wild,5.06364,Other
1657,Space Pigs,5.47366,Strategy
1660,The Cattlemen,3.93864,Other
1662,"Napoléon: The Waterloo Campaign, 1815",7.35009,War
1663,Clue: Dungeons & Dragons,5.87844,Other
1665,Airport,5.78,Other
1666,Battle Hymn,7.5149,War
1668,Modern Naval Battles,6.47411,War
1669,Mosby's Raiders: Guerilla Warfare in the Civil War,6.57414,War
1672,Open Fire: Solitaire Tank Combat in WWII,5.58169,War
1673,Ultimate Golf,4.64103,Other
1674,Naval War,6.25814,War
1678,"The Peloponnesian War, 431-404 BC",6.7302,War
1679,Carrier: The Southwest Pacific Campaign – 1942-1943,7.39783,War
1680,Elements,5.9369,Other
1681,Tokyo Express: The Guadalcanal Naval Campaign – 1942,7.15526,War
1682,The Challenge,5.78806,Other
1684,Intern,4.29231,Other
1686,Spy vs Spy,5.57276,Other
1688,Star Commander,6.31579,Other
1690,Unexploded Cow,6.07357,Family
1691,Whodunit,5.87551,Other
1692,Spoons,5.18931,Party
1694,Little Round Top: The South's Best Chance at Gettysburg,6.37461,War
1697,Hundred Days Battles,5.89838,War
1698,X-Men: Under Siege,5.77827,Thematic
1699,Star Smuggler,6.42311,Thematic
1700,Outpost Gamma,5.91475,War
1701,Toscana,5.66209,Other
1702,Klondike,6.31633,Childrens
1703,Kula Kula,5.12857,Other
1706,UFO: Game of Close Encounters,5.03194,Other
1707,Spices of the World,4.83897,Other
1709,Trireme,6.42096,War
1710,The Siege of Jerusalem (Third Edition),7.10223,War
1711,Richthofen's War,6.05305,War
1712,Showbiz,6.11915,Other
1714,Moonstar,5.21921,Abstract
1715,Od,5.48298,Other
1716,Knights of the Air,6.03333,War
1718,Foreign Exchange,4.27297,Other
1719,Dark Emperor,5.7228,War
1720,Dragon Pass,6.95134,War
1721,Business Strategy,6.11504,Strategy
1722,Caesar's Legions,6.2324,War
1723,Alpha Omega,5.35316,War
1724,Bureaucracy,4.11438,Other
1725,A Nightmare on Elm Street: The Game,4.44262,Other
1726,Alexander the Great,6.21814,War
1727,Summit,5.74118,Other
1729,Wide World,5.6344,Other
1730,Trap the Cap,4.86066,Childrens
1731,Tintin,4.78776,Other
1735,Evade,5.78889,Abstract
1738,Castle of Magic,6.12709,Other
1744,Monster Mash,5.84644,Childrens
1748,A Question of Scruples,4.67479,Party
1749,Alien Hotshots,4.65574,Other
1750,Knots,6.10769,Other
1752,Haps,4.80333,Other
1753,Im Märchenwald,5.81407,Childrens
1757,Yacht Race,7.12105,Family
1758,Advanced Heroquest,6.84116,Thematic
1760,Fury of the Clansmen,6.37526,Other
1768,Fireball Island,6.45709,Childrens
1770,Aliens,7.28151,Thematic
1771,Cosmic Coasters,5.20309,Abstract
1772,Asteroid,6.46256,War
1775,Password Plus,7.28788,Other
1777,Dark World: Village of Fear,5.63577,Other
1779,Berserker,4.52675,War
1780,Knights of Camelot,6.50802,Thematic
1781,The Warlord Game,7.01897,War
1782,Ancients,6.72401,War
1784,Dark Cults,6.90288,Thematic
1785,King's Bounty,5.69762,Other
1789,Raiders and Traders: The Heroic Age of Greece,6.58594,War
1790,Rollout: The Game of the Risk-Takers,5.61333,Other
1793,VI Against Rome,6.24545,War
1796,Pampas Railroads,7.0853,Strategy
1797,Pay Day,4.85212,Family
1799,Warlord: Saga of the Storm,6.83688,CGS
1800,Mythos,6.64886,CGS
1802,Zwickern,4.80278,Other
1803,Zopp,7.24747,Other
1804,Inklings,6.34737,Party
1806,The Piggyback Brigade,6.0967,Childrens
1812,Night of the Ill-Tempered Squirrel,5.16889,Other
1815,Spanish Main,6.56717,Strategy
1816,Mississippi,5.87244,Abstract
1817,Devil Bunny Hates the Earth,4.82388,Party
1819,Proton,4.96473,Other
1821,Grant Takes Command,7.96389,War
1822,Wilderness War,7.71365,War
1823,1829,7.01013,Strategy
1826,Whatzit?,5.06909,Other
1827,Chainsaw Warrior,5.8946,Thematic
1829,Risk 2210 A.D.,6.69352,War
1830,Nippon Rails,6.88235,Strategy
1831,North American Rails,6.76118,Other
1833,The Willow Game,5.77531,Thematic
1835,Scrutineyes,6.52927,Other
1836,Solarquest,5.89835,Family
1837,Word Yahtzee,4.95518,Other
1844,Battle of Britain,6.50466,War
1853,Hägar ruft zum Beutefest,4.76953,Other
1855,Hedbanz for Adults!,5.40576,Party
1859,Doomtrooper,5.67756,CGS
1860,Dragon Dice,5.88116,CGS
1861,Dragonfire,5.7359,Thematic
1862,Avalon,5.28182,Other
1865,Astrotime,4.44865,Other
1866,Brainstorm,5.7107,Other
1867,Curse of the Idol,5.32381,Childrens
1871,Dark Side,4.64818,Family
1875,Isolation,5.74687,Abstract
1878,Moonshot the Game,6.14328,Other
1879,Arena: Morituri te salutant,7.56758,Other
1883,Cataphract,7.47615,Other
1884,Fireside Football,5.8871,Other
1887,Legend of the Five Rings,7.15333,CGS
1890,Plateau,7.19059,Abstract
1891,Portal,6.05589,CGS
1894,War Galley,7.05965,War
1896,The American Dream Game,6.28347,Other
1898,Friesematenten,6.28378,CGS
1901,Star Fleet Battle Force,6.50055,War
1902,Mad Scientist,4.1816,Other
1907,International Movie Maker,6.61621,Other
1908,G.O.O.T.M.U.,5.525,Other
1909,Nomadi,5.38889,Other
1910,Venice Connection,5.96228,Other
1912,World Cup Tournament Football,6.37003,Other
1913,Transsib,5.65972,Abstract
1915,Middle-earth,7.29556,CGS
1916,Shuttles,5.72795,Abstract
1919,D-Day (3rd edition),6.00448,War
1920,The Business Game,5.8784,Other
1923,MindTrap,4.78581,Party
1925,Krystal,4.625,Other
1931,Anti-Monopoly,3.67379,Family
1932,Anti-Monopoly II,3.80211,Family
1934,Up & Down,4.6537,Other
1935,Puls,5.3,Other
1936,Paparazzo,5.815,Other
1937,Lao Pengh,5.29714,Other
1938,XXL,4.48672,Other
1939,Kismet,5.144,Other
1941,Sjörövarön,5.54673,Childrens
1943,This Game is Bonkers!,5.80835,Family
1945,Ultimatum,5.7726,War
1946,Ali Baba,5.03279,Other
1947,Robin Hood,5.65625,Other
1952,Long Short,6.31531,Other
1953,Mystic War,5.83211,Other
1954,Kalahen,5.77123,Other
1956,Game of Dracula,5.72286,Childrens
1958,The Game of Nations,5.23247,Other
1959,Myst,3.9408,Other
1960,Last Word,5.68113,Other
1961,5 Alive,5.51132,Other
1962,Tribond,5.26001,Party
1963,Risk 'n' Roll 2000,4.5827,Other
1965,Mertwig's Maze,6.54318,Other
1969,Point Of Law,4.70726,Other
1970,Oh-Wah-Ree,5.89631,Abstract
1972,Game of the Year,4.79478,Other
1973,Outburst Junior,5.37341,Childrens
1974,Das GROSSE und das kleine A,6.43607,Other
1975,Stamp,5.41212,Other
1977,Tor,5.3617,Family
1981,Schwarzmarkt,5.60532,Other
1982,Black Spy,6.31158,Family
1983,Frontier-6,6.32639,Other
1984,Material World,5.58533,War
1985,Overturn,6,Other
1986,Spy Alley,5.67663,Family
1989,The Peter Principle Game,4.03111,Other
1991,Ace of Aces: Jet Eagles,6.29349,War
1992,Stop Thief,6.37384,Family
1993,Troke,6.01034,Abstract
1994,Distant Seas: The Merchant Marine Game,5.23684,Other
1996,Face Off,5.91765,Other
1997,Zargo's Lords: Magic Duels for World Power,6.70301,War
1998,Tutankhamen's Revenge,5.44493,Childrens
2000,True or False,4.13902,Other
2001,Trivial Pursuit: Family Edition,5.49387,Childrens
2002,Magical Maze,5.29992,Childrens
2003,Spectrangle,5.72711,Abstract
2004,Titanic: The Board Game,4.29331,Other
2011,Top Banana,6.08608,Other
2012,Titanic,4.85,Other
2014,Thrill,5.86364,Other
2016,The Gothic Game,6.57516,Other
2025,Frag,5.67167,Thematic
2026,Um Kopf und Kragen,5.23833,Other
2030,"Twinkle, Twinkle, Little Star",5.74194,Childrens
2031,Starship Command,6.92634,Other
2033,Reporter,4.05641,Childrens
2036,Time: The Game,4.66667,Other
2037,Triology,4.75259,Other
2038,Skirrid,5.64331,Abstract
2040,Trippples,5.78503,Abstract
2043,Shogun,5.67859,Abstract
2044,"Non-Violent, Politically-Correct War",3.06952,Other
2047,Up the Creek,5.72091,Family
2049,Target,6.03514,Other
2051,Pico,5.73732,Other
2060,Probe,5.80781,Family
2061,A Line in the Sand: The Battle of Iraq,5.94689,War
2065,Shogi,7.3693,Abstract
2066,"Teufel, Teufel!",5.32568,Other
2068,Der Herr der Wichtel,5.06098,Other
2072,Panzer Command: The Gateway to Stalingrad,7.27186,War
2073,Sixth Fleet: Modern Naval Combat in the Mediterranean,6.96836,War
2074,Murphy,4.90811,Other
2075,Restaurant,5.11695,Other
2076,Gulf Strike,6.66617,War
2077,Hell's Highway: Operation Market Garden,7.34008,War
2078,"Aegean Strike: Land, Air, and Sea Combat in the Eastern Mediterranean",6.38595,War
2079,NATO: The Next War in Europe,6.69728,War
2080,Central America,6.00683,War
2081,The Civil War 1861-1865,7.71975,War
2082,Shell Shock!,6.31555,War
2083,Checkers,4.89366,Abstract
2086,Elfer raus!,5.18873,Family
2087,Magic Dance,5.80914,Family
2089,Das Letzte Kamel,5.43933,Other
2090,Stalingrad Pocket,6.86199,War
